"2009;""c#"";""154957"""
"2009;""c++"";""72009"""
"2009;""c"";""32874"""
"2009;""coffeescript"";""3"""
"2009;""css"";""26936"""
"2009;""delphi"";""11155"""
"2009;""go"";""367"""
"2009;""haskell"";""2022"""
"2009;""java"";""94599"""
"2009;""javascript"";""65419"""
"2009;""matlab"";""1987"""
"2009;""objective-c"";""17748"""
"2009;""perl"";""10489"""
"2009;""php"";""69695"""
"2009;""powershell"";""2277"""
"2009;""processing"";""3839"""
"2009;""python"";""48651"""
"2009;""r"";""1890"""
"2009;""ruby"";""35898"""
"2009;""scala"";""2381"""
"2009;""shell"";""5019"""
"2009;""sql"";""0"""
"2009;""swift"";""0"""
"2009;""xml"";""17995"""
"2010;""c#"";""201434"""
"2010;""c++"";""109651"""
"2010;""c"";""53419"""
"2010;""coffeescript"";""112"""
"2010;""css"";""44476"""
"2010;""delphi"";""12847"""
"2010;""go"";""416"""
"2010;""haskell"";""3963"""
"2010;""java"";""157155"""
"2010;""javascript"";""113267"""
"2010;""matlab"";""4289"""
"2010;""objective-c"";""36412"""
"2010;""perl"";""14324"""
"2010;""php"";""136885"""
"2010;""powershell"";""2703"""
"2010;""processing"";""6101"""
"2010;""python"";""74241"""
"2010;""r"";""5690"""
"2010;""ruby"";""65443"""
"2010;""scala"";""6547"""
"2010;""shell"";""6787"""
"2010;""sql"";""0"""
"2010;""swift"";""4"""
"2010;""xml"";""24649"""
"2011;""c#"";""265062"""
"2011;""c++"";""133020"""
"2011;""c"";""62162"""
"2011;""coffeescript"";""1677"""
"2011;""css"";""81147"""
"2011;""delphi"";""15488"""
"2011;""go"";""788"""
"2011;""haskell"";""7379"""
"2011;""java"";""239854"""
"2011;""javascript"";""211250"""
"2011;""matlab"";""7563"""
"2011;""objective-c"";""74599"""
"2011;""perl"";""16440"""
"2011;""php"";""219745"""
"2011;""powershell"";""4862"""
"2011;""processing"";""9515"""
"2011;""python"";""97637"""
"2011;""r"";""11978"""
"2011;""ruby"";""123290"""
"2011;""scala"";""10174"""
"2011;""shell"";""9144"""
"2011;""sql"";""140524"""
"2011;""swift"";""5"""
"2011;""xml"";""35444"""
"2012;""c#"";""277960"""
"2012;""c++"";""138051"""
"2012;""c"";""71343"""
"2012;""coffeescript"";""2822"""
"2012;""css"";""110200"""
"2012;""delphi"";""12534"""
"2012;""go"";""1878"""
"2012;""haskell"";""8291"""
"2012;""java"";""301582"""
"2012;""javascript"";""273591"""
"2012;""matlab"";""12527"""
"2012;""objective-c"";""81624"""
"2012;""perl"";""16929"""
"2012;""php"";""261503"""
"2012;""powershell"";""7746"""
"2012;""processing"";""10008"""
"2012;""python"";""135135"""
"2012;""r"";""19693"""
"2012;""ruby"";""131477"""
"2012;""scala"";""10598"""
"2012;""shell"";""12947"""
"2012;""sql"";""164237"""
"2012;""swift"";""14"""
"2012;""xml"";""39717"""
"2013;""c#"";""283764"""
"2013;""c++"";""154408"""
"2013;""c"";""83366"""
"2013;""coffeescript"";""2952"""
"2013;""css"";""149337"""
"2013;""delphi"";""11314"""
"2013;""go"";""3594"""
"2013;""haskell"";""8398"""
"2013;""java"";""354867"""
"2013;""javascript"";""336293"""
"2013;""matlab"";""18126"""
"2013;""objective-c"";""78446"""
"2013;""perl"";""18812"""
"2013;""php"";""293127"""
"2013;""powershell"";""10099"""
"2013;""processing"";""10610"""
"2013;""python"";""186652"""
"2013;""r"";""32506"""
"2013;""ruby"";""138137"""
"2013;""scala"";""14200"""
"2013;""shell"";""16511"""
"2013;""sql"";""206512"""
"2013;""swift"";""63"""
"2013;""xml"";""40893"""
"2014;""c#"";""176736"""
"2014;""c++"";""97252"""
"2014;""c"";""53570"""
"2014;""coffeescript"";""1608"""
"2014;""css"";""114808"""
"2014;""delphi"";""6353"""
"2014;""go"";""3857"""
"2014;""haskell"";""6473"""
"2014;""java"";""245379"""
"2014;""javascript"";""258747"""
"2014;""matlab"";""13811"""
"2014;""objective-c"";""51310"""
"2014;""perl"";""11755"""
"2014;""php"";""199977"""
"2014;""powershell"";""8279"""
"2014;""processing"";""7492"""
"2014;""python"";""139922"""
"2014;""r"";""28327"""
"2014;""ruby"";""87369"""
"2014;""scala"";""10632"""
"2014;""shell"";""12153"""
"2014;""sql"";""151922"""
"2014;""swift"";""9779"""
"2014;""xml"";""27424"""
