2009;"c";"33.447681"
2009;"c#";"186.952042"
2009;"c++";"74.219292"
2009;"coffeescript";".003033"
2009;"css";"42.060452"
2009;"delphi";"10.741181"
2009;"go";".37805"
2009;"haskell";"1.803859"
2009;"java";"128.951508"
2009;"javascript";"105.589531"
2009;"matlab";"3.239639"
2009;"objective-c";"27.397991"
2009;"perl";"10.465289"
2009;"php";"79.624649"
2009;"powershell";"3.795177"
2009;"processing";"4.200264"
2009;"python";"64.440666"
2009;"r";"3.087004"
2009;"ruby";"41.44574"
2009;"scala";"2.941733"
2009;"shell";"7.902364"
2009;"sql";"0"
2009;"swift";"0"
2009;"xml";"24.468042"
2010;"c";"34.421772"
2010;"c#";"150.172485"
2010;"c++";"70.860428"
2010;"coffeescript";".110274"
2010;"css";"43.065018"
2010;"delphi";"8.395188"
2010;"go";".328203"
2010;"haskell";"2.360253"
2010;"java";"142.290253"
2010;"javascript";"102.806625"
2010;"matlab";"4.743306"
2010;"objective-c";"31.783607"
2010;"perl";"9.589686"
2010;"php";"99.880409"
2010;"powershell";"3.262183"
2010;"processing";"4.714972"
2010;"python";"60.715275"
2010;"r";"5.685312"
2010;"ruby";"53.195198"
2010;"scala";"4.72541"
2010;"shell";"6.481677"
2010;"sql";"0"
2010;"swift";".003255"
2010;"xml";"21.61161"
2011;"c";"24.978571"
2011;"c#";"124.666061"
2011;"c++";"54.103264"
2011;"coffeescript";".95188"
2011;"css";"46.742214"
2011;"delphi";"6.724193"
2011;"go";".404332"
2011;"haskell";"2.672523"
2011;"java";"127.211159"
2011;"javascript";"110.050568"
2011;"matlab";"4.866405"
2011;"objective-c";"37.627647"
2011;"perl";"6.566891"
2011;"php";"94.87825"
2011;"powershell";"3.668199"
2011;"processing";"4.715493"
2011;"python";"47.771538"
2011;"r";"6.736893"
2011;"ruby";"61.542435"
2011;"scala";"4.236241"
2011;"shell";"5.135973"
2011;"sql";"71.26236"
2011;"swift";".002381"
2011;"xml";"18.147976"
2012;"c";"24.736376"
2012;"c#";"114.283569"
2012;"c++";"50.294426"
2012;"coffeescript";"1.258805"
2012;"css";"50.708195"
2012;"delphi";"5.430434"
2012;"go";".857351"
2012;"haskell";"2.531614"
2012;"java";"130.668915"
2012;"javascript";"117.621758"
2012;"matlab";"6.32379"
2012;"objective-c";"33.385136"
2012;"perl";"5.707274"
2012;"php";"97.206154"
2012;"powershell";"4.697221"
2012;"processing";"4.476832"
2012;"python";"54.249538"
2012;"r";"8.903934"
2012;"ruby";"53.299923"
2012;"scala";"3.950727"
2012;"shell";"6.077923"
2012;"sql";"71.447289"
2012;"swift";".01674"
2012;"xml";"17.083475"
2013;"c";"23.789238"
2013;"c#";"102.814262"
2013;"c++";"47.697121"
2013;"coffeescript";"1.116615"
2013;"css";"56.634079"
2013;"delphi";"4.534379"
2013;"go";"1.28817"
2013;"haskell";"2.229454"
2013;"java";"128.902817"
2013;"javascript";"124.842064"
2013;"matlab";"7.009747"
2013;"objective-c";"28.496778"
2013;"perl";"5.291407"
2013;"php";"96.185417"
2013;"powershell";"5.33369"
2013;"processing";"4.160664"
2013;"python";"62.055744"
2013;"r";"11.350146"
2013;"ruby";"48.188271"
2013;"scala";"4.633703"
2013;"shell";"6.157396"
2013;"sql";"75.681496"
2013;"swift";".020076"
2013;"xml";"15.683843"
2014;"c";"22.798634"
2014;"c#";"94.340355"
2014;"c++";"47.349045"
2014;"coffeescript";".984789"
2014;"css";"52.642673"
2014;"delphi";"4.58682"
2014;"go";"2.160252"
2014;"haskell";"3.204494"
2014;"java";"128.418457"
2014;"javascript";"134.282166"
2014;"matlab";"7.116263"
2014;"objective-c";"28.699356"
2014;"perl";"4.626409"
2014;"php";"97.45826"
2014;"powershell";"4.825353"
2014;"processing";"4.466281"
2014;"python";"67.830711"
2014;"r";"14.106349"
2014;"ruby";"46.44294"
2014;"scala";"5.535537"
2014;"shell";"5.605454"
2014;"sql";"66.698608"
2014;"swift";"9.442011"
2014;"xml";"14.528236"
